TIME,SEX,AGE,ICD10,Value
2004,Females,67,Diseases of the nervous system and the sense organs (G00-H95),13853
2004,Females,5,Meningitis,97
2004,Females,34,Diseases of the circulatory system (I00-I99),79510
2004,Females,85,Ischaemic heart diseases,17812
2004,Females,48,"Other heart diseases (I30-I33, I39-I52)",24405
2004,Females,38,Cerebrovascular diseases,20024
2004,Females,10,Diseases of the respiratory system (J00-J99),14563
2004,Females,78,Influenza,107
2004,Females,25,Pneumonia,5176
2004,Females,58,Chronic lower respiratory diseases,3286
2004,Females,47,Asthma and status asthmaticus,753
2004,Females,87,Diseases of the digestive system (K00-K93),10809
2004,Females,83,"Ulcer of stomach, duodenum and jejunum",431
2004,Females,37,Chronic liver disease,2327
2004,Females,53,Diseases of the skin and subcutaneous tissue (L00-L99),1354
2004,Females,50,Diseases of the musculoskeletal system and connective tissue (M00-M99),2279
2004,Females,5,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",475
2004,Females,38,Diseases of the genitourinary system  (N00-N99),4052
2004,Females,46,Diseases of kidney and ureter,3194
2004,Females,65,"Pregnancy, childbirth and the puerperium (O00-O99)",61
2004,Females,10,Certain conditions originating in the perinatal period (P00-P96),676
2004,Females,41,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",745
2004,Females,33,Congenital malformations of the nervous system,74
2004,Females,93,Congenital malformations of the circulatory system,293
2004,Females,27,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",18342
2004,Females,26,Sudden infant death syndrome,106
2004,Females,95,Ill-defined and unknown causes of mortality,5143
2004,Females,38,External causes of morbidity and mortality (V01-Y89),15179
2004,Females,31,Accidents,11078
2004,Females,44,Transport accidents (V01-V99),1390
2004,Females,77,Falls,2799
2004,Females,94,Accidental poisoning by and exposure to noxious substances,466
2004,Females,75,Intentional self-harm,2979
2004,Females,26,Assault,213
2004,Females,66,Event of undetermined intent,87
2005,Males,17,All causes of death (A00-Y89) excluding S00-T98,276553
2005,Males,24,Certain infectious and parasitic diseases (A00-B99),5206
2005,Males,75,Tuberculosis,443
2005,Males,13,Meningococcal infection,12
2005,Males,48,Viral hepatitis,430
2005,Males,68,Human immunodeficiency virus [HIV] disease,685
2005,Males,74,Neoplasms,93550
2005,Males,63,Malignant neoplasms (C00-C97),90157
2005,Males,66,"Malignant neoplasm of lip, oral cavity, pharynx",3442
2005,Males,100,Malignant neoplasm of oesophagus,3323
2005,Males,10,Malignant neoplasm of stomach,3177
2005,Males,83,Malignant neoplasm of colon,6461
2005,Males,54,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",2395
2005,Males,5,Malignant neoplasm of liver and intrahepatic bile ducts,5516
2005,Males,15,Malignant neoplasm of pancreas,4235
2005,Males,70,"Malignant neoplasm of larynx,  trachea, bronchus and lung",23467
2005,Males,3,Malignant melanoma of skin,810
2005,Males,40,Malignant neoplasm of breast,203
2005,Males,14,Malignant neoplasm of cervix uteri,:
2005,Males,97,Malignant neoplasm of other parts of uterus,:
2005,Males,79,Malignant neoplasm of ovary,:
2005,Males,11,Malignant neoplasm of prostate,9393
2005,Males,43,"Malignant neoplasm of kidney, except renal pelvis",1977
2005,Males,69,Malignant neoplasm of bladder,3611
2005,Males,57,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6785
2005,Males,63,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,983
2005,Males,34,"Endocrine, nutritional and metabolic diseases (E00-E90)",8597
2005,Males,35,Diabetes mellitus,5594
2005,Males,3,Mental and behavioural disorders (F00-F99),7424
2005,Males,40,Mental and behavioural disorders due to use of alcohol,2534
2005,Males,19,"Drug dependence, toxicomania (F11-F16, F18-F19)",145
2005,Males,65,Diseases of the nervous system and the sense organs (G00-H95),11207
2005,Males,85,Meningitis,83
2005,Males,85,Diseases of the circulatory system (I00-I99),71557
2005,Males,56,Ischaemic heart diseases,23300
2005,Males,1,"Other heart diseases (I30-I33, I39-I52)",19344
2005,Males,79,Cerebrovascular diseases,14844
2005,Males,11,Diseases of the respiratory system (J00-J99),18366
2005,Males,23,Influenza,368
2005,Males,46,Pneumonia,5225
2005,Males,23,Chronic lower respiratory diseases,6026
2005,Males,59,Asthma and status asthmaticus,433
2005,Males,10,Diseases of the digestive system (K00-K93),12758
2005,Males,96,"Ulcer of stomach, duodenum and jejunum",466
2005,Males,86,Chronic liver disease,5579
2005,Males,81,Diseases of the skin and subcutaneous tissue (L00-L99),535
2005,Males,87,Diseases of the musculoskeletal system and connective tissue (M00-M99),1256
2005,Males,29,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",149
2005,Males,21,Diseases of the genitourinary system  (N00-N99),4184
2005,Males,14,Diseases of kidney and ureter,3228
2005,Males,73,"Pregnancy, childbirth and the puerperium (O00-O99)",:
2005,Males,67,Certain conditions originating in the perinatal period (P00-P96),867
2005,Males,35,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",828
2005,Males,91,Congenital malformations of the nervous system,63
2005,Males,35,Congenital malformations of the circulatory system,312
2005,Males,90,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15836
2005,Males,89,Sudden infant death syndrome,165
2005,Males,39,Ill-defined and unknown causes of mortality,7084
2005,Males,100,External causes of morbidity and mortality (V01-Y89),23399
2005,Males,39,Accidents,13944
2005,Males,69,Transport accidents (V01-V99),4204
2005,Males,24,Falls,2635
2005,Males,13,Accidental poisoning by and exposure to noxious substances,571
2005,Males,74,Intentional self-harm,7958
2005,Males,56,Assault,326
2005,Males,68,Event of undetermined intent,376
2005,Females,10,All causes of death (A00-Y89) excluding S00-T98,261633
2005,Females,44,Certain infectious and parasitic diseases (A00-B99),5063
2005,Females,80,Tuberculosis,418
2005,Females,62,Meningococcal infection,19
2005,Females,84,Viral hepatitis,355
2005,Females,35,Human immunodeficiency virus [HIV] disease,232
2005,Females,8,Neoplasms,64281
2005,Females,61,Malignant neoplasms (C00-C97),61027
2005,Females,74,"Malignant neoplasm of lip, oral cavity, pharynx",754
2005,Females,2,Malignant neoplasm of oesophagus,674
2005,Females,6,Malignant neoplasm of stomach,1867
2005,Females,54,Malignant neoplasm of colon,5990
2005,Females,37,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1968
2005,Females,50,Malignant neoplasm of liver and intrahepatic bile ducts,1922
2005,Females,68,Malignant neoplasm of pancreas,3907
2005,Females,4,"Malignant neoplasm of larynx,  trachea, bronchus and lung",6127
2005,Females,96,Malignant melanoma of skin,716
2005,Females,25,Malignant neoplasm of breast,11466
2005,Females,4,Malignant neoplasm of cervix uteri,761
2005,Females,1,Malignant neoplasm of other parts of uterus,2288
2005,Females,17,Malignant neoplasm of ovary,3349
2005,Females,8,Malignant neoplasm of prostate,:
2005,Females,39,"Malignant neoplasm of kidney, except renal pelvis",1156
2005,Females,56,Malignant neoplasm of bladder,1139
2005,Females,94,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6018
2005,Females,34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1231
2005,Females,2,"Endocrine, nutritional and metabolic diseases (E00-E90)",11367
2005,Females,37,Diabetes mellitus,6210
2005,Females,87,Mental and behavioural disorders (F00-F99),9949
2005,Females,65,Mental and behavioural disorders due to use of alcohol,639
2005,Females,3,"Drug dependence, toxicomania (F11-F16, F18-F19)",30
2005,Females,24,Diseases of the nervous system and the sense organs (G00-H95),15615
2005,Females,3,Meningitis,79
2005,Females,20,Diseases of the circulatory system (I00-I99),81322
2005,Females,74,Ischaemic heart diseases,17842
2005,Females,64,"Other heart diseases (I30-I33, I39-I52)",25664
2005,Females,64,Cerebrovascular diseases,20076
2005,Females,22,Diseases of the respiratory system (J00-J99),17268
2005,Females,59,Influenza,643
2005,Females,43,Pneumonia,6132
2005,Females,69,Chronic lower respiratory diseases,3676
2005,Females,90,Asthma and status asthmaticus,758
2005,Females,4,Diseases of the digestive system (K00-K93),10950
2005,Females,61,"Ulcer of stomach, duodenum and jejunum",423
2005,Females,14,Chronic liver disease,2340
2005,Females,60,Diseases of the skin and subcutaneous tissue (L00-L99),1256
2005,Females,58,Diseases of the musculoskeletal system and connective tissue (M00-M99),2370
2005,Females,84,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",510
2005,Females,7,Diseases of the genitourinary system  (N00-N99),4386
2005,Females,81,Diseases of kidney and ureter,3411
2005,Females,15,"Pregnancy, childbirth and the puerperium (O00-O99)",47
2005,Females,75,Certain conditions originating in the perinatal period (P00-P96),661
2005,Females,77,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",717
2005,Females,45,Congenital malformations of the nervous system,59
2005,Females,34,Congenital malformations of the circulatory system,268
2005,Females,33,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",19781
2005,Females,35,Sudden infant death syndrome,94
2005,Females,17,Ill-defined and unknown causes of mortality,5884
2005,Females,85,External causes of morbidity and mortality (V01-Y89),15369
2005,Females,79,Accidents,11370
2005,Females,62,Transport accidents (V01-V99),1404
2005,Females,87,Falls,2775
2005,Females,68,Accidental poisoning by and exposure to noxious substances,464
2005,Females,2,Intentional self-harm,2937
2005,Females,9,Assault,168
2005,Females,61,Event of undetermined intent,67
2006,Males,96,All causes of death (A00-Y89) excluding S00-T98,271406
2006,Males,34,Certain infectious and parasitic diseases (A00-B99),5331
2006,Males,45,Tuberculosis,402
2006,Males,4,Meningococcal infection,14
2006,Males,24,Viral hepatitis,407
2006,Males,64,Human immunodeficiency virus [HIV] disease,668
2006,Males,23,Neoplasms,93207
2006,Males,84,Malignant neoplasms (C00-C97),89915
2006,Males,52,"Malignant neoplasm of lip, oral cavity, pharynx",3473
2006,Males,3,Malignant neoplasm of oesophagus,3193
2006,Males,38,Malignant neoplasm of stomach,3166
2006,Males,48,Malignant neoplasm of colon,6379
2006,Males,36,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",2422
2006,Males,33,Malignant neoplasm of liver and intrahepatic bile ducts,5578
2006,Males,52,Malignant neoplasm of pancreas,4307
2006,Males,34,"Malignant neoplasm of larynx,  trachea, bronchus and lung",23519
2006,Males,86,Malignant melanoma of skin,818
2006,Males,5,Malignant neoplasm of breast,191
2006,Males,29,Malignant neoplasm of cervix uteri,:
2006,Males,68,Malignant neoplasm of other parts of uterus,:
2006,Males,52,Malignant neoplasm of ovary,:
2006,Males,25,Malignant neoplasm of prostate,9236
2006,Males,44,"Malignant neoplasm of kidney, except renal pelvis",2034
2006,Males,8,Malignant neoplasm of bladder,3579
2006,Males,46,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6836
2006,Males,95,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,962
2006,Males,13,"Endocrine, nutritional and metabolic diseases (E00-E90)",8372
2006,Males,37,Diabetes mellitus,5433
2006,Males,55,Mental and behavioural disorders (F00-F99),7201
2006,Males,62,Mental and behavioural disorders due to use of alcohol,2477
2006,Males,97,"Drug dependence, toxicomania (F11-F16, F18-F19)",176
2006,Males,34,Diseases of the nervous system and the sense organs (G00-H95),11398
2006,Males,7,Meningitis,78
2006,Males,28,Diseases of the circulatory system (I00-I99),69625
2006,Males,49,Ischaemic heart diseases,22363
2006,Males,62,"Other heart diseases (I30-I33, I39-I52)",18915
2006,Males,3,Cerebrovascular diseases,14235
2006,Males,26,Diseases of the respiratory system (J00-J99),16581
2006,Males,65,Influenza,50
2006,Males,24,Pneumonia,4653
2006,Males,74,Chronic lower respiratory diseases,5511
2006,Males,15,Asthma and status asthmaticus,388
2006,Males,23,Diseases of the digestive system (K00-K93),12758
2006,Males,44,"Ulcer of stomach, duodenum and jejunum",398
2006,Males,88,Chronic liver disease,5554
2006,Males,54,Diseases of the skin and subcutaneous tissue (L00-L99),546
2006,Males,100,Diseases of the musculoskeletal system and connective tissue (M00-M99),1234
2006,Males,65,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",137
2006,Males,57,Diseases of the genitourinary system  (N00-N99),4192
2006,Males,9,Diseases of kidney and ureter,3258
2006,Males,2,"Pregnancy, childbirth and the puerperium (O00-O99)",:
2006,Males,72,Certain conditions originating in the perinatal period (P00-P96),910
2006,Males,86,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",843
2006,Males,44,Congenital malformations of the nervous system,84
2006,Males,3,Congenital malformations of the circulatory system,330
2006,Males,46,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",15332
2006,Males,32,Sudden infant death syndrome,144
2006,Males,60,Ill-defined and unknown causes of mortality,6860
2006,Males,5,External causes of morbidity and mortality (V01-Y89),22914
2006,Males,60,Accidents,13524
2006,Males,39,Transport accidents (V01-V99),3828
2006,Males,14,Falls,2610
2006,Males,46,Accidental poisoning by and exposure to noxious substances,555
2006,Males,35,Intentional self-harm,7740
2006,Males,37,Assault,327
2006,Males,30,Event of undetermined intent,414
2006,Females,34,All causes of death (A00-Y89) excluding S00-T98,255160
2006,Females,65,Certain infectious and parasitic diseases (A00-B99),4961
2006,Females,24,Tuberculosis,341
2006,Females,17,Meningococcal infection,17
2006,Females,3,Viral hepatitis,335
2006,Females,76,Human immunodeficiency virus [HIV] disease,218
2006,Females,49,Neoplasms,64651
2006,Females,63,Malignant neoplasms (C00-C97),61464
2006,Females,27,"Malignant neoplasm of lip, oral cavity, pharynx",734
2006,Females,38,Malignant neoplasm of oesophagus,719
2006,Females,67,Malignant neoplasm of stomach,1784
2006,Females,24,Malignant neoplasm of colon,5917
2006,Females,78,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1892
2006,Females,47,Malignant neoplasm of liver and intrahepatic bile ducts,1972
2006,Females,41,Malignant neoplasm of pancreas,4049
2006,Females,41,"Malignant neoplasm of larynx,  trachea, bronchus and lung",6534
2006,Females,38,Malignant melanoma of skin,741
2006,Females,5,Malignant neoplasm of breast,11584
2006,Females,19,Malignant neoplasm of cervix uteri,744
2006,Females,21,Malignant neoplasm of other parts of uterus,2389
2006,Females,41,Malignant neoplasm of ovary,3363
2006,Females,6,Malignant neoplasm of prostate,:
2006,Females,31,"Malignant neoplasm of kidney, except renal pelvis",1110
2006,Females,86,Malignant neoplasm of bladder,1156
2006,Females,57,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5879
2006,Females,70,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1272
2006,Females,9,"Endocrine, nutritional and metabolic diseases (E00-E90)",11117
2006,Females,75,Diabetes mellitus,6086
2006,Females,91,Mental and behavioural disorders (F00-F99),9632
2006,Females,22,Mental and behavioural disorders due to use of alcohol,619
2006,Females,53,"Drug dependence, toxicomania (F11-F16, F18-F19)",25
2006,Females,71,Diseases of the nervous system and the sense organs (G00-H95),16212
2006,Females,11,Meningitis,76
2006,Females,96,Diseases of the circulatory system (I00-I99),78832
2006,Females,31,Ischaemic heart diseases,17030
2006,Females,81,"Other heart diseases (I30-I33, I39-I52)",25073
2006,Females,13,Cerebrovascular diseases,19390
2006,Females,62,Diseases of the respiratory system (J00-J99),14546
2006,Females,29,Influenza,77
2006,Females,65,Pneumonia,5190
2006,Females,26,Chronic lower respiratory diseases,3305
2006,Females,8,Asthma and status asthmaticus,657
2006,Females,39,Diseases of the digestive system (K00-K93),10820
2006,Females,74,"Ulcer of stomach, duodenum and jejunum",393
2006,Females,18,Chronic liver disease,2308
2006,Females,83,Diseases of the skin and subcutaneous tissue (L00-L99),1284
2006,Females,7,Diseases of the musculoskeletal system and connective tissue (M00-M99),2305
2006,Females,18,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",449
2006,Females,30,Diseases of the genitourinary system  (N00-N99),4331
2006,Females,5,Diseases of kidney and ureter,3391
2006,Females,39,"Pregnancy, childbirth and the puerperium (O00-O99)",68
2006,Females,83,Certain conditions originating in the perinatal period (P00-P96),638
2006,Females,42,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",724
2006,Females,46,Congenital malformations of the nervous system,64
2006,Females,100,Congenital malformations of the circulatory system,292
2006,Females,57,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",18966
2006,Females,30,Sudden infant death syndrome,113
2006,Females,100,Ill-defined and unknown causes of mortality,5473
2006,Females,30,External causes of morbidity and mortality (V01-Y89),14801
2006,Females,60,Accidents,10861
2006,Females,80,Transport accidents (V01-V99),1197
2006,Females,62,Falls,2709
2006,Females,52,Accidental poisoning by and exposure to noxious substances,510
2006,Females,63,Intentional self-harm,2861
2006,Females,93,Assault,159
2006,Females,14,Event of undetermined intent,76
2007,Males,13,All causes of death (A00-Y89) excluding S00-T98,273401
2007,Males,7,Certain infectious and parasitic diseases (A00-B99),5266
2007,Males,70,Tuberculosis,364
2007,Males,19,Meningococcal infection,17
2007,Males,94,Viral hepatitis,408
2007,Males,35,Human immunodeficiency virus [HIV] disease,597
2007,Males,19,Neoplasms,93773
2007,Males,83,Malignant neoplasms (C00-C97),90397
2007,Males,65,"Malignant neoplasm of lip, oral cavity, pharynx",3317
2007,Males,82,Malignant neoplasm of oesophagus,3196
2007,Males,35,Malignant neoplasm of stomach,3123
2007,Males,72,Malignant neoplasm of colon,6416
2007,Males,82,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",2357
2007,Males,65,Malignant neoplasm of liver and intrahepatic bile ducts,5529
2007,Males,75,Malignant neoplasm of pancreas,4493
2007,Males,66,"Malignant neoplasm of larynx,  trachea, bronchus and lung",23584
2007,Males,69,Malignant melanoma of skin,879
2007,Males,61,Malignant neoplasm of breast,225
2007,Males,79,Malignant neoplasm of cervix uteri,:
2007,Males,77,Malignant neoplasm of other parts of uterus,:
2007,Males,32,Malignant neoplasm of ovary,:
2007,Males,87,Malignant neoplasm of prostate,9297
2007,Males,37,"Malignant neoplasm of kidney, except renal pelvis",2015
2007,Males,73,Malignant neoplasm of bladder,3674
2007,Males,35,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",6958
2007,Males,91,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1025
2007,Males,75,"Endocrine, nutritional and metabolic diseases (E00-E90)",8392
2007,Males,6,Diabetes mellitus,5367
2007,Males,74,Mental and behavioural disorders (F00-F99),7420
2007,Males,70,Mental and behavioural disorders due to use of alcohol,2438
2007,Males,56,"Drug dependence, toxicomania (F11-F16, F18-F19)",172
2007,Males,25,Diseases of the nervous system and the sense organs (G00-H95),11612
2007,Males,42,Meningitis,79
2007,Males,48,Diseases of the circulatory system (I00-I99),69630
2007,Males,88,Ischaemic heart diseases,22027
2007,Males,79,"Other heart diseases (I30-I33, I39-I52)",19416
2007,Males,18,Cerebrovascular diseases,14085
2007,Males,59,Diseases of the respiratory system (J00-J99),17257
2007,Males,45,Influenza,96
2007,Males,28,Pneumonia,5118
2007,Males,100,Chronic lower respiratory diseases,5649
2007,Males,98,Asthma and status asthmaticus,368
2007,Males,36,Diseases of the digestive system (K00-K93),12641
2007,Males,95,"Ulcer of stomach, duodenum and jejunum",398
2007,Males,83,Chronic liver disease,5453
2007,Males,4,Diseases of the skin and subcutaneous tissue (L00-L99),504
2007,Males,55,Diseases of the musculoskeletal system and connective tissue (M00-M99),1138
2007,Males,33,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",138
2007,Males,25,Diseases of the genitourinary system  (N00-N99),4180
2007,Males,20,Diseases of kidney and ureter,3239
2007,Males,76,"Pregnancy, childbirth and the puerperium (O00-O99)",:
2007,Males,55,Certain conditions originating in the perinatal period (P00-P96),859
2007,Males,36,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",899
2007,Males,6,Congenital malformations of the nervous system,69
2007,Males,85,Congenital malformations of the circulatory system,354
2007,Males,100,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",16045
2007,Males,35,Sudden infant death syndrome,133
2007,Males,37,Ill-defined and unknown causes of mortality,7022
2007,Males,58,External causes of morbidity and mortality (V01-Y89),22760
2007,Males,94,Accidents,13585
2007,Males,51,Transport accidents (V01-V99),3697
2007,Males,91,Falls,2657
2007,Males,40,Accidental poisoning by and exposure to noxious substances,709
2007,Males,89,Intentional self-harm,7559
2007,Males,46,Assault,268
2007,Males,69,Event of undetermined intent,425
2007,Females,94,All causes of death (A00-Y89) excluding S00-T98,257419
2007,Females,77,Certain infectious and parasitic diseases (A00-B99),4938
2007,Females,75,Tuberculosis,318
2007,Females,87,Meningococcal infection,17
2007,Females,40,Viral hepatitis,317
2007,Females,56,Human immunodeficiency virus [HIV] disease,197
2007,Females,24,Neoplasms,64724
2007,Females,98,Malignant neoplasms (C00-C97),61499
2007,Females,43,"Malignant neoplasm of lip, oral cavity, pharynx",733
2007,Females,30,Malignant neoplasm of oesophagus,780
2007,Females,71,Malignant neoplasm of stomach,1734
2007,Females,45,Malignant neoplasm of colon,5937
2007,Females,46,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",1842
2007,Females,15,Malignant neoplasm of liver and intrahepatic bile ducts,1937
2007,Females,98,Malignant neoplasm of pancreas,4246
2007,Females,12,"Malignant neoplasm of larynx,  trachea, bronchus and lung",6729
2007,Females,91,Malignant melanoma of skin,675
2007,Females,3,Malignant neoplasm of breast,11522
2007,Females,53,Malignant neoplasm of cervix uteri,714
2007,Females,65,Malignant neoplasm of other parts of uterus,2481
2007,Females,33,Malignant neoplasm of ovary,3393
2007,Females,1,Malignant neoplasm of prostate,:
2007,Females,60,"Malignant neoplasm of kidney, except renal pelvis",1021
2007,Females,71,Malignant neoplasm of bladder,1183
2007,Females,78,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",5887
2007,Females,76,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1163
2007,Females,67,"Endocrine, nutritional and metabolic diseases (E00-E90)",11019
2007,Females,84,Diabetes mellitus,6134
2007,Females,63,Mental and behavioural disorders (F00-F99),9692
2007,Females,49,Mental and behavioural disorders due to use of alcohol,601
2007,Females,6,"Drug dependence, toxicomania (F11-F16, F18-F19)",27
2007,Females,7,Diseases of the nervous system and the sense organs (G00-H95),17305
2007,Females,28,Meningitis,89
2007,Females,83,Diseases of the circulatory system (I00-I99),78472
2007,Females,59,Ischaemic heart diseases,16663
2007,Females,54,"Other heart diseases (I30-I33, I39-I52)",25355
2007,Females,11,Cerebrovascular diseases,18724
2007,Females,59,Diseases of the respiratory system (J00-J99),15348
2007,Females,85,Influenza,153
2007,Females,53,Pneumonia,5401
2007,Females,49,Chronic lower respiratory diseases,3539
2007,Females,89,Asthma and status asthmaticus,694
2007,Females,29,Diseases of the digestive system (K00-K93),10833
2007,Females,23,"Ulcer of stomach, duodenum and jejunum",413
2007,Females,44,Chronic liver disease,2321
2007,Females,27,Diseases of the skin and subcutaneous tissue (L00-L99),1200
2007,Females,62,Diseases of the musculoskeletal system and connective tissue (M00-M99),2317
2007,Females,61,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",494
2007,Females,23,Diseases of the genitourinary system  (N00-N99),4528
2007,Females,52,Diseases of kidney and ureter,3551
2007,Females,91,"Pregnancy, childbirth and the puerperium (O00-O99)",70
2007,Females,71,Certain conditions originating in the perinatal period (P00-P96),642
2007,Females,82,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",711
2007,Females,58,Congenital malformations of the nervous system,52
2007,Females,26,Congenital malformations of the circulatory system,254
2007,Females,63,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",19640
2007,Females,16,Sudden infant death syndrome,85
2007,Females,68,Ill-defined and unknown causes of mortality,5703
2007,Females,58,External causes of morbidity and mortality (V01-Y89),14817
2007,Females,95,Accidents,10951
2007,Females,68,Transport accidents (V01-V99),1162
2007,Females,87,Falls,2832
2007,Females,77,Accidental poisoning by and exposure to noxious substances,517
2007,Females,72,Intentional self-harm,2744
2007,Females,61,Assault,166
2007,Females,62,Event of undetermined intent,82
2008,Males,30,All causes of death (A00-Y89) excluding S00-T98,277598
2008,Males,30,Certain infectious and parasitic diseases (A00-B99),5434
2008,Males,32,Tuberculosis,343
2008,Males,74,Meningococcal infection,18
2008,Males,85,Viral hepatitis,462
2008,Males,31,Human immunodeficiency virus [HIV] disease,518
2008,Males,93,Neoplasms,93872
2008,Males,83,Malignant neoplasms (C00-C97),90481
2008,Males,71,"Malignant neoplasm of lip, oral cavity, pharynx",3217
2008,Males,42,Malignant neoplasm of oesophagus,3175
2008,Males,30,Malignant neoplasm of stomach,3020
2008,Males,60,Malignant neoplasm of colon,6505
2008,Males,12,"Malignant neoplasm of rectosigmoid junction, rectum, anus and anal canal",2533
2008,Males,65,Malignant neoplasm of liver and intrahepatic bile ducts,5544
2008,Males,51,Malignant neoplasm of pancreas,4767
2008,Males,17,"Malignant neoplasm of larynx,  trachea, bronchus and lung",23491
2008,Males,85,Malignant melanoma of skin,916
2008,Males,48,Malignant neoplasm of breast,195
2008,Males,89,Malignant neoplasm of cervix uteri,:
2008,Males,83,Malignant neoplasm of other parts of uterus,:
2008,Males,20,Malignant neoplasm of ovary,:
2008,Males,86,Malignant neoplasm of prostate,9195
2008,Males,73,"Malignant neoplasm of kidney, except renal pelvis",2059
2008,Males,22,Malignant neoplasm of bladder,3527
2008,Males,21,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",7043
2008,Males,34,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,1004
2008,Males,90,"Endocrine, nutritional and metabolic diseases (E00-E90)",8892
2008,Males,98,Diabetes mellitus,5615
2008,Males,28,Mental and behavioural disorders (F00-F99),7718
2008,Males,58,Mental and behavioural disorders due to use of alcohol,2510
2008,Males,44,"Drug dependence, toxicomania (F11-F16, F18-F19)",171
2008,Males,49,Diseases of the nervous system and the sense organs (G00-H95),12373
2008,Males,92,Meningitis,79
2008,Males,88,Diseases of the circulatory system (I00-I99),69721
2008,Males,74,Ischaemic heart diseases,21842
2008,Males,63,"Other heart diseases (I30-I33, I39-I52)",19698
2008,Males,76,Cerebrovascular diseases,13951
2008,Males,21,Diseases of the respiratory system (J00-J99),17516
2008,Males,67,Influenza,82
2008,Males,8,Pneumonia,5107
2008,Males,68,Chronic lower respiratory diseases,5808
2008,Males,61,Asthma and status asthmaticus,336
2008,Males,43,Diseases of the digestive system (K00-K93),12981
2008,Males,68,"Ulcer of stomach, duodenum and jejunum",440
2008,Males,12,Chronic liver disease,5440
2008,Males,27,Diseases of the skin and subcutaneous tissue (L00-L99),532
2008,Males,91,Diseases of the musculoskeletal system and connective tissue (M00-M99),1344
2008,Males,86,"Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)",136
2008,Males,81,Diseases of the genitourinary system  (N00-N99),4540
2008,Males,17,Diseases of kidney and ureter,3559
2008,Males,99,"Pregnancy, childbirth and the puerperium (O00-O99)",:
2008,Males,15,Certain conditions originating in the perinatal period (P00-P96),876
2008,Males,15,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",762
2008,Males,57,Congenital malformations of the nervous system,68
2008,Males,88,Congenital malformations of the circulatory system,279
2008,Males,32,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",16895
2008,Males,64,Sudden infant death syndrome,152
2008,Males,56,Ill-defined and unknown causes of mortality,7323
2008,Males,50,External causes of morbidity and mortality (V01-Y89),23138
2008,Males,98,Accidents,13815
2008,Males,18,Transport accidents (V01-V99),3506
2008,Males,93,Falls,2836
2008,Males,77,Accidental poisoning by and exposure to noxious substances,785
2008,Males,64,Intentional self-harm,7797
2008,Males,90,Assault,347
2008,Males,1,Event of undetermined intent,300
